candidate_skill,candidate_experience,candidate_work_style,candidate_communication,team_avg_skill,team_experience,team_work_style,team_communication,skill_gap,experience_gap,work_style_match,communication_gap,compatible
7.018391416587117,5,0,1,0.8337103100750625,1,1,2,6,4,0,1,0
1.8078466056071272,0,0,10,10.351570098618025,4,0,6,7,4,1,4,0
6.372575432142408,4,1,5,11.249215241860748,2,1,1,4,2,1,4,0
2.067083207997922,2,0,5,3.885997136595141,4,1,7,2,2,0,2,1
10.214171025330362,2,0,2,3.296511268948006,5,1,7,6,3,0,5,0
8.644268902958148,0,0,6,7.201134038600649,4,1,10,2,4,0,4,0
4.807771560511454,3,1,9,10.660497894770355,0,1,7,5,3,1,2,0
5.7944875317484135,1,0,2,9.05400706048975,2,1,10,3,1,0,8,1
4.510811492036519,2,0,10,8.546675727422853,3,1,1,5,1,0,9,0
9.810620081698453,5,1,2,5.47899697074001,0,0,4,5,5,0,2,0
8.0413301610549,5,0,3,10.331772809249218,3,0,7,3,2,1,4,1
9.21543120950752,2,1,7,0.4869595779021878,1,0,9,8,1,0,2,0
6.362158670002135,3,1,6,1.190712808767171,3,0,5,6,0,0,1,1
0.9357268533740216,3,0,8,6.498632783829437,4,0,2,5,1,1,6,0
0.6741624389217922,4,1,8,2.5909450212794467,3,0,7,1,1,0,1,1
7.902808765089988,5,1,6,7.966775512345272,5,1,10,1,0,1,4,1
9.799735470056895,4,0,10,8.820960276910341,0,1,1,0,4,0,9,0
4.351571271110002,5,1,3,4.613636911040631,0,0,7,0,5,0,4,0
9.266603658949656,1,1,3,4.394919748509557,3,1,6,4,2,1,3,0
3.082701830149852,1,0,1,8.219289645460503,0,0,7,5,1,1,6,0
6.308991215653781,0,0,7,2.3149866863177855,5,1,10,4,5,0,3,0
5.758191430222282,4,0,5,5.532688136129801,0,1,3,1,4,0,2,0
8.420890387392006,2,1,4,2.870977242194419,3,1,3,5,1,1,1,1
8.474389985108749,4,0,10,10.634291617823735,2,1,7,1,2,0,3,1
3.734115341874593,2,1,4,3.2457063781777635,2,1,2,2,0,1,2,1
0.886446996109537,3,1,4,2.388389884969035,1,1,1,2,2,1,3,1
2.9291212229862307,4,1,6,7.712313866038622,0,0,9,4,4,0,3,0
10.067781708207354,3,1,8,7.775622633213865,3,0,9,3,0,0,1,1
8.364259321757268,1,1,8,7.441143246299608,0,1,7,1,1,1,1,1
6.318802906115605,1,1,5,9.61920606748189,4,0,7,4,3,0,2,0
8.129384902621961,0,1,6,7.846993022821295,5,1,3,0,5,1,3,1
9.597765694043355,4,0,4,5.0727136087028795,0,0,10,4,4,1,6,0
3.2405151095933427,3,0,9,4.648144800334284,0,1,2,1,3,0,7,0
1.2522909072386952,2,1,8,4.846173286231602,2,0,7,3,0,0,1,1
1.3132691816684712,1,1,10,7.072163235863019,5,1,9,6,4,1,1,0
9.38021885695988,1,0,10,8.648325976446321,3,0,1,0,2,1,9,1
3.2485646956588052,2,1,1,4.16967790637811,0,1,4,0,2,1,3,1
6.6270289367621995,3,0,2,1.8259213015913434,2,0,6,5,1,1,4,0
1.6692292787423542,3,0,9,3.962536721940776,1,1,7,2,2,0,2,1
3.376709731751215,4,0,8,7.81569031710715,5,1,10,5,1,0,2,0
0.6927306081544525,4,1,3,9.403523208303344,2,1,7,8,2,1,4,1
4.571825740859398,5,1,8,3.5598438892766904,2,0,10,2,3,0,2,1
0.6941831316527205,5,0,1,7.141526581129327,2,0,2,6,3,1,1,0
8.559316167077107,0,0,10,8.830344406430921,0,0,4,1,0,1,6,1
1.0065216871884761,1,0,4,3.979331397595415,0,1,5,3,1,0,1,1
0.9103744873215441,4,0,3,10.009799808288815,1,0,1,9,3,1,2,0
1.9449972506494744,3,0,6,2.5987849800675815,4,1,1,1,1,0,5,1
2.6460301671632616,2,1,7,5.289464324285618,4,0,10,3,2,0,3,1
5.625414136698379,3,0,4,1.230021161930233,4,0,3,5,1,1,1,1
7.657754145470052,1,1,7,3.770220619888337,5,0,10,4,4,0,3,0
5.105248149460752,5,0,9,8.627674890144238,5,0,3,3,0,1,6,1
0.9197903090123262,3,1,2,7.657162541204935,1,1,8,7,2,1,6,1
2.250450248967141,0,1,3,4.410149187254483,5,0,9,3,5,0,6,0
2.4721802551007017,1,1,5,1.524523308452764,4,0,1,1,3,0,4,0
1.823157120216497,5,1,3,8.347966050470426,4,1,2,6,1,1,1,1
4.383784380418,2,1,8,7.741692900619946,2,1,10,3,0,1,2,1
10.476230985268085,5,1,10,9.488373388312208,5,0,2,0,0,0,8,1
6.844594466825839,0,0,8,4.140022671348702,0,0,4,2,0,1,4,1
7.834961390702319,1,1,8,1.6627164359229296,0,1,2,4,1,1,6,1
4.611974376573002,2,0,9,1.1245122127973861,2,1,7,2,0,0,2,1
6.901189766102017,0,1,4,8.911254058112858,2,1,9,2,2,1,5,1
7.817379511255076,5,1,5,1.0412208833174212,2,0,7,7,3,0,2,0
0.16441511375296747,0,0,5,6.815340614920905,0,0,6,6,0,1,1,1
7.017936767590896,1,1,8,4.2102818506412,4,0,10,1,3,0,2,0
8.234489039074234,4,0,7,7.591054078930747,2,1,1,0,2,0,6,1
4.754021547565259,0,0,9,4.195604663618697,1,1,10,1,1,0,1,1
4.664028444493484,0,0,8,7.290890885314181,2,1,9,3,2,0,1,1
1.5136177416199996,5,0,2,4.991888441202029,3,0,5,3,2,1,3,1
6.2033110171113375,5,1,10,5.578416890518494,2,1,5,1,3,1,5,1
5.9136854328545825,2,1,4,9.198698511729617,0,0,6,3,2,0,2,1
1.3193385699401505,5,0,6,8.626272173020894,5,1,9,8,0,0,3,0
8.968213230406938,3,1,2,8.859748973294192,2,0,8,0,1,0,6,1
5.274536054444388,1,1,7,5.298566921396072,5,0,8,0,4,0,1,0
3.037788186335019,1,0,3,5.945930504804291,3,1,8,3,2,0,5,1
4.5244320709376815,4,1,3,5.5560503096106695,1,0,1,1,3,0,2,1
3.9853917970730075,4,0,2,9.342645042355484,5,1,1,5,1,0,1,0
3.387557560794543,1,0,8,10.70100466295956,4,0,8,7,3,1,0,0
9.477235257162974,4,1,6,7.848557378100503,2,1,5,2,2,1,1,1
2.986869603365074,2,1,1,7.673049897257129,3,1,9,4,1,1,8,1
2.6877447724557113,5,1,1,6.903347886776015,3,0,2,4,2,0,1,0
4.373490420052355,1,0,7,6.735792541284947,5,1,9,2,4,0,2,1
7.015745781130998,4,0,8,4.989071626278938,1,0,8,2,3,1,0,1
4.345036838168307,1,1,5,4.353615686902138,0,1,9,0,1,1,4,1
9.543855213078933,3,1,5,3.7375561821549277,2,1,4,6,1,1,1,1
1.3458092875606942,0,1,4,2.9032861857093972,3,1,1,2,3,1,3,1
8.136559217146822,5,1,6,6.109194493772087,1,1,1,2,4,1,5,1
6.500893870744298,1,0,6,4.644431712603151,4,0,5,3,3,1,1,1
1.9986069446665493,0,1,3,5.933498418034969,3,1,2,4,3,1,1,0
7.733454798992083,4,0,9,2.3395538587469193,1,1,8,5,3,0,1,0
0.8279680216478867,0,0,7,5.071503527292455,0,0,10,3,0,1,3,1
8.812732924624875,5,1,1,8.765117767831432,0,0,5,0,5,0,4,0
8.510037212608879,1,1,7,5.079378025468771,3,0,5,4,2,0,2,0
1.0213307054330052,3,1,5,7.5780033347255635,3,0,2,5,0,0,3,0
6.665928475836116,4,0,5,9.6957530481344,5,0,7,3,1,1,2,1
10.09668972596208,1,1,2,1.496066043388935,2,0,8,8,1,0,6,0
2.325911477286255,5,1,4,5.126868648387417,1,1,10,2,4,1,6,1
7.007841118235812,4,0,6,8.103461801043805,3,0,1,2,1,1,5,1
10.950134212155483,2,1,10,2.8560469615660398,2,1,2,7,0,1,8,1
9.51152827762612,0,0,7,9.122519332157703,5,0,10,0,5,1,3,1
4.821770754560265,5,1,5,5.865024051587418,2,1,4,2,3,1,1,1
1.1955639384663632,2,0,9,3.2282745284071264,3,1,5,3,1,0,4,1
2.583754911493223,1,1,3,7.797088978102006,0,1,2,5,1,1,1,1
0.6380176347661063,3,1,1,8.051769076974587,1,0,1,7,2,0,0,1
4.677829866489008,4,0,4,6.71557605888087,1,0,9,1,3,1,5,1
3.630429896931264,0,0,9,4.869981874909778,0,0,1,0,0,1,8,1
7.593072737021149,4,1,4,5.559994009154618,3,0,4,1,1,0,0,1
9.770161989909942,1,0,2,5.13459046012758,1,1,2,4,0,0,0,0
8.723411377326364,4,0,10,7.89210643683589,3,0,4,1,1,1,6,1
2.8730241468013826,0,0,5,0.411119271004321,5,1,8,2,5,0,3,1
2.6230689431545193,1,0,3,7.734892129393748,3,1,8,4,2,0,5,0
3.191326775738746,4,1,9,9.688864888553002,2,0,9,7,2,0,0,0
4.56246627265162,3,1,4,9.079866807602215,0,0,5,6,3,0,1,0
7.1286140130594795,5,0,6,2.664083026978666,3,0,7,6,2,1,1,1
6.204719265321126,1,0,2,8.747850992093689,5,1,3,3,4,0,1,0
7.861664114140427,5,0,6,0.6960880536921878,4,0,10,7,1,1,4,1
1.0566971959833447,1,0,3,9.117306206485013,0,1,4,9,1,0,1,0
8.229497000837146,3,1,9,6.870470743298496,1,0,10,2,2,0,1,1
3.9058987806135894,5,1,2,8.355259706395156,2,1,9,5,3,1,7,0
0.9482065732971097,2,0,9,1.029224740352825,1,0,10,0,1,1,1,1
7.893062416222681,0,0,5,4.4563101612702205,5,0,10,4,5,1,5,0
4.48515810089414,2,0,8,4.2108584665015485,5,1,1,0,3,0,7,1
6.209379980063749,4,1,2,8.970172844003905,1,0,2,3,3,0,0,0
8.11029176886868,3,0,6,4.149167070856292,0,0,5,3,3,1,1,1
3.3645241394538585,2,1,3,4.595137582116358,1,0,3,1,1,0,0,1
2.810710128393423,1,0,10,6.093900169021261,3,0,2,3,2,1,8,1
9.449334580169587,4,1,5,0.6064129650065018,1,0,1,8,3,0,4,0
3.0188482865619615,4,0,8,1.101679729999384,2,0,10,2,2,1,2,1
9.329765734794568,2,1,10,9.34087170440757,2,0,3,0,0,0,7,1
2.883255900163817,2,0,1,3.4812514429000507,4,1,1,1,2,0,0,1
2.519303034604408,3,0,5,3.386910321093658,2,1,1,2,1,0,4,1
2.0465791688498713,0,0,3,2.098323027489477,1,0,1,1,1,1,2,1
5.744505414902137,2,1,4,9.383739672277065,2,0,8,3,0,0,4,1
1.7232252019720509,2,0,2,7.999142923165468,0,0,3,5,2,1,1,1
8.915807538763573,5,1,9,2.54476829153832,2,1,1,7,3,1,8,0
3.8369937520915753,1,1,3,9.182703885999986,3,1,7,4,2,1,4,0
1.1951830971976878,5,0,2,6.280639949471565,0,0,10,6,5,1,8,0
3.923047386512656,5,0,10,5.887368678754323,4,1,3,2,1,0,7,1
0.8398074702816029,4,0,9,-0.1892158299366642,3,0,8,0,1,1,1,1
4.11030053474639,0,1,7,7.0963257663240125,1,0,4,2,1,0,3,1
3.530016085424967,1,0,6,10.18269712096257,1,0,4,6,0,1,2,1
8.238325520400279,3,1,1,6.980418942278621,1,0,5,1,2,0,4,1
8.857953815566347,3,1,5,8.672733214500845,3,1,6,1,0,1,1,1
6.9512373081271885,2,0,3,-0.024757258094162626,3,1,7,6,1,0,4,0
3.1639055367870617,2,0,1,2.1867668417058845,3,0,4,1,1,1,3,1
1.4762390784764028,3,0,4,9.727717241957663,0,1,8,8,3,0,4,0
0.5945530318998751,2,0,2,8.704490772133283,5,1,6,8,3,0,4,0
3.1834070216427213,0,0,2,6.220029964511572,0,0,1,3,0,1,1,1
5.629754946833921,5,0,3,5.2159278432899745,1,1,1,0,4,0,2,0
7.4324122192455055,2,1,8,4.228606531846257,5,0,9,3,3,0,1,0
6.075701523975867,4,1,8,3.8033088511276714,2,0,10,2,2,0,2,1
6.14922590699072,2,1,7,4.618791024698543,1,0,6,1,1,0,1,1
5.608700701290705,1,0,6,2.6198181793919346,4,0,10,3,3,1,4,1
3.3535161798053923,0,1,9,0.803194208983495,0,1,8,2,0,1,1,1
7.042356460615508,1,1,4,1.1912166578462677,3,0,7,5,2,0,3,0
7.496044152285897,1,1,1,6.3439183994022414,0,1,6,1,1,1,5,1
1.830120496176238,4,1,8,0.8014423342160736,3,0,4,1,1,0,4,0
5.115803737084046,0,1,7,0.9792641110004262,5,0,7,4,5,0,0,0
1.3932031059979082,0,0,7,2.4504803877340704,4,1,9,2,4,0,2,1
0.7202268573552655,0,0,3,10.89833260083751,5,0,10,9,5,1,7,0
3.58348485492863,0,1,4,3.5732522599693293,4,1,10,1,4,1,6,1
3.6795947470820125,0,1,10,3.6652815431832546,0,1,7,1,0,1,3,1
4.3802530597920715,4,1,9,1.510846025088751,3,0,1,2,1,0,8,1
2.1285262347566674,2,0,6,1.8992400435690588,5,0,10,2,3,1,4,1
0.6962156041102221,1,0,5,3.2764526142997408,4,0,9,2,3,1,4,0
1.784091214763663,0,1,3,3.531703996878179,1,0,4,3,1,0,1,1
5.723898209228933,2,0,9,3.5531157794299846,1,0,3,2,1,1,6,1
6.469320011339472,2,0,5,8.100349347144439,5,0,4,2,3,1,1,1
2.9119437830200687,1,1,5,10.128626710555752,3,1,4,7,2,1,1,1
9.041493709406256,4,0,4,0.8277613956237737,5,1,10,8,1,0,6,0
4.9345370974369365,3,0,4,1.6252920065215133,0,0,2,3,3,1,2,1
8.56411989163442,3,1,1,7.168883049527301,4,1,1,1,1,1,0,1
0.562078796752445,2,0,7,3.727456385002205,0,1,10,3,2,0,3,1
4.597100172557898,5,0,9,8.908377814787553,1,0,1,3,4,1,8,1
3.5051372934180076,5,1,3,2.365354447378448,4,0,8,0,1,0,5,1
0.9778192722442192,1,0,2,6.768078386427472,5,1,2,5,4,0,0,0
4.689233677726904,3,0,3,8.9443405756011,0,0,10,5,3,1,7,0
4.664243896509727,2,1,1,1.149542867010553,2,1,5,4,0,1,4,0
6.972610819830588,4,1,6,1.4165788833147173,3,0,4,6,1,0,2,1
0.5387935075780234,3,1,7,7.684875352497782,3,1,8,7,0,1,1,1
3.0036813407117835,2,0,2,3.432124192349318,2,1,2,0,0,0,0,1
1.2607265315006004,2,1,8,3.6462280723094116,1,1,10,3,1,1,2,1
8.756183289522518,0,0,6,0.6400052333890305,4,1,9,8,4,0,3,0
9.28187306753594,4,1,4,4.537968596329467,3,0,7,5,1,0,3,0
6.346961616595629,0,0,5,5.373246993814119,2,0,7,0,2,1,2,1
10.358294669879825,1,1,8,7.892522580960525,5,1,1,2,4,1,7,1
2.1348686347578276,0,1,3,3.1928749840908472,2,1,2,0,2,1,1,1
8.666942872750287,0,1,3,3.351329999249653,1,0,4,5,1,0,1,0
9.248707563209926,3,1,4,10.120438378600204,1,0,4,2,2,0,0,1
2.0230031933681705,5,0,1,8.667153267553227,0,1,3,7,5,0,2,0
5.679442869887677,2,1,9,4.184508218912583,3,1,7,2,1,1,2,1
8.412165295501524,4,1,8,4.0621428474254255,0,1,8,3,4,1,0,1
1.3405157508487446,0,0,8,7.468028083968008,2,1,2,5,2,0,6,0
10.01005323343455,4,1,10,2.3884683514657583,4,1,4,8,0,1,6,0
2.0898111363159617,5,0,6,8.015238206960314,4,0,3,6,1,1,3,1
10.672573810226208,5,1,7,5.551373496919371,1,1,2,4,4,1,5,0
1.1798694875633942,0,1,6,2.6735249220839594,4,0,6,2,4,0,0,1
7.750683052105774,1,1,9,8.725105320180983,4,0,4,1,3,0,5,0
0.5244078148060219,0,0,3,4.842366833041872,4,0,6,4,4,1,3,0
8.829089089876932,3,1,3,8.134025213794876,2,1,2,1,1,1,1,1
5.4965363195274275,2,1,3,7.3575871950640295,4,0,4,1,2,0,1,1
7.023912659892342,1,1,10,7.974440653492311,5,0,6,1,4,0,4,0
9.717901910069756,0,0,3,7.008062393950236,4,0,5,3,4,1,2,1
6.252981103355125,4,0,9,3.071653152500002,4,0,3,4,0,1,6,1
10.627572894187452,1,1,4,1.74204734343383,0,1,8,8,1,1,4,0
2.7511637382854803,1,0,7,6.537303871178522,2,1,7,4,1,0,0,0
1.3659315975123438,0,1,9,2.122281051344645,1,0,3,1,1,0,6,1
8.915870432756229,1,1,7,2.652425320961564,0,0,6,6,1,0,1,0
8.03418578298383,4,1,9,2.2365727266338933,3,1,4,6,1,1,5,0
9.126766637210483,5,1,3,3.648544280980216,2,1,5,6,3,1,2,0
7.165823833562881,1,1,4,7.88109648128703,5,1,5,1,4,1,1,1
8.476421215654868,5,1,8,1.2332156437061585,2,0,7,8,3,0,1,0
4.855514404595394,4,1,6,1.2603447482113344,3,1,5,3,1,1,1,1
4.261980256038368,0,0,5,4.46023357391698,3,0,3,1,3,1,2,1
0.8000500049453417,2,0,4,5.498529678226821,3,0,10,4,1,1,6,1
7.627416114841325,1,0,8,1.5636750446777428,1,1,5,7,0,0,3,1
2.947516146218188,2,0,1,5.43507507139072,4,0,7,3,2,1,6,1
7.306395370791645,4,0,9,0.5880815651794229,2,1,5,6,2,0,4,0
1.9872529357074002,1,0,1,5.595545341573096,4,0,5,3,3,1,4,1
1.8914205964315718,5,0,8,8.926573239372349,4,1,9,7,1,0,1,0
7.029185145408948,3,1,4,3.8901110262740746,5,0,3,2,2,0,1,1
5.698070534381523,2,1,9,5.3001592476336565,3,0,6,0,1,0,3,1
2.828397036578481,1,1,5,7.87531518741376,1,1,1,5,0,1,4,1
7.957103780547498,2,1,3,0.4184786748576991,5,1,10,8,3,1,7,0
10.486863115426184,1,0,9,1.7932881146817794,0,1,5,8,1,0,4,0
6.149398890160881,0,0,9,9.01619810684179,1,1,8,3,1,0,1,1
9.613272077983284,5,1,4,3.7311273020173643,4,0,5,7,1,0,1,0
10.94936749067762,2,1,4,5.854773041886105,1,1,9,4,1,1,5,0
